id,review_count,categories,rating,transactions,latitude,longitude,neighbourhood
xQ445GaWVN5Aa3sFX9OoIg,2104,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,['delivery'],40.732704,-74.00434640955953,West Village
6eqrk1wCQMww_ejze5gvsg,134,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,['delivery'],40.7225353,-73.992492,Noho
rCpO-kMHljieU0geK0RJQw,587,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]",4.0,"['pickup', 'delivery']",40.727275,-73.985221,East Village
vk7W3_sQwr7eZbRFsXv6rw,3287,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.5,['delivery'],40.71789,-73.9988,Little Italy
7iY35991NhQ1AShJZCNZgA,1867,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,['delivery'],40.7516467024541,-73.9729489318165,Turtle Bay
r6r-XK_wL02FQdAgaauTxg,734,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,"['pickup', 'delivery']",40.7474881059799,-73.996648862958,Midtown South
KxyH5zvTyXawl17lHjA4SQ,697,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.5,"['pickup', 'delivery']",40.75247,-73.98845,Midtown South
Be1Y-vAEMgo7lqL5alXgDA,333,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"['pickup', 'delivery']",40.72191,-73.98768,Noho
lXGCo-K7eftxRT_6E59-Iw,1343,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,[],40.737772,-73.987876,Flatiron
YtXl15Nv7TZvV3yIqbZc8A,1234,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"['pickup', 'delivery']",40.75596,-73.98532,Midtown
