,id,review_count,categories,rating,neighbourhood,count_of_businesses,scores
287,Exb6scc1mLuhsWrMLJqw9g,72,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,East Village,62,31.443298969072163
288,UQZmhaPAMdZabid6ccvhTg,451,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.5,Clinton,38,19.072164948453608
289,q-QEwZi32JCnjb7zbY-PQw,160,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,Noho,90,45.876288659793815
290,SxKvgnkMMZdhBJcxxKQnww,1440,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,Midtown,59,29.896907216494846
291,nAcVK-Y1_ojsRF_04o-x-A,398,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.0,Chinatown,82,41.75257731958763
292,mIhqKMgru4002wfrVW-Gfw,1373,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,East Village,62,31.443298969072163
293,qYGN_oXNOIIUMO1yfl7O7A,277,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Lower East Side,195,100.0
294,xLJnT-pB4VECJzmUf1Whpg,217,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,Lower East Side,195,100.0
295,roT-M9epcHDOGjYgGmWpoA,318,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",5.0,Lower East Side,195,100.0
296,wRHUJ69-f4CiV5BRY72mUg,595,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,Lincoln Square,28,13.917525773195877
297,OUp31SPcjK8wkBK_E6h2Gg,71,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Gramercy,16,7.731958762886598
298,8EBOj5bMglNI-jRIQvf6wg,624,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Noho,90,45.876288659793815
299,BSv3awhABROYjjwlQaQ-Qw,661,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,Civic Center,15,7.216494845360824
300,LF2_slTY37P0Ua8vI4Hr5g,458,"[{'alias': 'french', 'title': 'French'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,Soho,10,4.639175257731959
301,GlTdgd8780RNXLvz8bTmFg,1245,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Little Italy,48,24.22680412371134
302,F-AfJgFrxNbn49Mp4l7aXg,247,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,Lower East Side,195,100.0
303,d-DQwNxs77Pah2ys0q7w1Q,652,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,Tribeca,18,8.762886597938143
304,DI0PHE6PVTpJF6dvG_d1Wg,142,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Financial District,44,22.164948453608247
305,FCms-eFFxnpMLm09AJridQ,391,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}]",4.0,Lower East Side,195,100.0
306,OUPyV2WKYETuprScXSAtuA,2160,"[{'alias': 'artmuseums', 'title': 'Art Museums'}]",4.5,Midtown,59,29.896907216494846
307,9I8mZXCkGZBmFh5fYOYorw,142,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Chinatown,82,41.75257731958763
308,qH8PVeddtVs9cKN2pwgdkQ,453,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,Chinatown,82,41.75257731958763
309,OkiPb6gNNRmcbB4zIIMx0g,75,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,Chinatown,82,41.75257731958763
310,P9x0uX9nmPCph1mWM3k4vg,143,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,Chinatown,82,41.75257731958763
311,xYDays-olVw50rdusxW5Rw,147,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.5,Stuyvesant Town,23,11.34020618556701
312,iPc-zPgcpgeSo76xl5Jbpw,692,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,Midtown South,47,23.711340206185564
313,x6_1vzeCH9YvbvIBmSr2iA,260,"[{'alias': 'sardinian', 'title': 'Sardinian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Lower East Side,195,100.0
314,wouDDTacUIBaRp8YGCFTsA,657,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Chinatown,82,41.75257731958763
315,QObHX0yR6zd0WfksRDbJTA,3098,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,Clinton,38,19.072164948453608
316,U2EvUcS9KtXDv_Yw3cugiw,263,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,Stuyvesant Town,23,11.34020618556701
317,cCesIqo-LQt0cRlZAnrAZQ,2851,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Midtown South,47,23.711340206185564
318,2ggi1luerd3Mf_C82JvCYg,4926,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",3.5,Chinatown,82,41.75257731958763
319,WdrPI3wo7wOD2ad2cSjPeQ,263,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,Greenwich Village,70,35.56701030927835
320,lWOkeS-wV4no8qqA9OwwEg,3434,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,Chinatown,82,41.75257731958763
321,CGnvt7JZfJDiNGhXsMUHeQ,139,"[{'alias': 'polish', 'title': 'Polish'}]",4.5,Stuyvesant Town,23,11.34020618556701
322,YFvF4r2D-wJOgJAOvanaZQ,518,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Noho,90,45.876288659793815
323,EF4M55USa1ZNy1rP5Kuk2w,464,"[{'alias': 'french', 'title': 'French'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Chinatown,82,41.75257731958763
324,WjoxZN23w9rwMF-bsYDcRw,48,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,Chinatown,82,41.75257731958763
325,l2u-IHL-rNz0uvn6-UC-Rw,791,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Lower East Side,195,100.0
326,xhuDOqY9G5mPuSqBnMCaYw,384,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Chinatown,82,41.75257731958763
327,fgtw4swOHXEFwZpBCG05rQ,1136,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Midtown South,47,23.711340206185564
328,E48WbksxAk19a8vjJRVIVQ,48,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,Midtown,59,29.896907216494846
329,4j_n7nPaZrp6_lEInZaA8Q,320,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Lower East Side,195,100.0
330,hV26aNvpfq5g34SI6_gvJA,266,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]",4.5,Financial District,44,22.164948453608247
331,ts_ylhPR_qFQ87uAZrYVvQ,56,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,Lower East Side,195,100.0
332,clXeABm-jiPEUypcDIzDIw,102,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Greenwich Village,70,35.56701030927835
333,1ozuYD1HTa4u2F_NR9uUJg,159,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,East Village,62,31.443298969072163
334,uVfOB37NyYEGRs5FITM-nQ,316,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Chinatown,82,41.75257731958763
335,GSaBi8jPsuQFa7YwYlihjA,414,"[{'alias': 'spanish', 'title': 'Spanish'}]",4.0,Chinatown,82,41.75257731958763
336,OD4um1mrqmeInzIDNNsF9g,73,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,Midtown,59,29.896907216494846
337,CzVfYhOJrNSG-5Sn8BKHsQ,161,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",5.0,Chelsea,27,13.402061855670103
338,0087AC_NnFRtC0c9FsB9pw,903,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,Greenwich Village,70,35.56701030927835
339,qIOAlXCCYrwN0VxEEH-Tmw,1376,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Flatiron,39,19.587628865979383
340,N5UY113nNpeKdLPv0cbMjQ,579,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,East Village,62,31.443298969072163
341,l44CFBTejwL0ElKmkH7xQQ,457,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,West Village,60,30.412371134020617
342,zOmgO8Di9Ui2bQHqSarUKg,2424,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Clinton,38,19.072164948453608
343,mXLrVoEi80WZaZ3agBP5Jw,651,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,Chinatown,82,41.75257731958763
344,tvqtAjAyc7dplVVwhw3VZQ,316,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,West Village,60,30.412371134020617
345,g7qtHQ_121mYWUdu3VWlrA,134,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,Lower East Side,195,100.0
346,6TIkBQs6D8IZ0uwpn7c_Pw,1425,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Noho,90,45.876288659793815
347,6t5xWjPLWAjJV3YFMX_oaw,199,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,Soho,10,4.639175257731959
348,7OMGEtFWT6sdd9TVuoGqJQ,511,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,Lower East Side,195,100.0
349,7EAj8VJX_DoKlZdCJBE4Pg,470,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Little Italy,48,24.22680412371134
350,H8qcX7MNNnC1bqE0LnIhKg,244,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,West Village,60,30.412371134020617
351,nMyot99PkX5iYCdxHoRJqQ,113,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,East Village,62,31.443298969072163
352,C9BjYm4WyoQFPQUHmBErDg,174,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'tuscan', 'title': 'Tuscan'}]",4.5,West Village,60,30.412371134020617
353,DQuwci5xgJxXx7dxxp9FBA,478,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,East Village,62,31.443298969072163
354,7EaiwMVaNdQibSs0yYkE5Q,2263,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,Tudor City,8,3.608247422680412
355,An1_BlhLJDZomxI91SBv7g,146,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,Flatiron,39,19.587628865979383
356,MJJi_5tGkWYI1VReTjhCCA,1273,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,Midtown,59,29.896907216494846
357,ANnbbwv_ZTFPcNdzSMUiZw,106,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,Stuyvesant Town,23,11.34020618556701
358,rHYwqiWTFs-oOKikxY7kag,348,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Little Italy,48,24.22680412371134
359,iQB37FNqD_G5_QMrp9ovnw,522,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Noho,90,45.876288659793815
360,DfrYMusGA-e5lPrv4mNRXg,57,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,East Village,62,31.443298969072163
361,7rxg-tWPc1jK7Cikn5R86g,777,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Noho,90,45.876288659793815
362,oDRZt37ROqadlK3-VI0PfQ,1744,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,Chinatown,82,41.75257731958763
363,jWC4mD-yy-IzuZxU5ctAKw,1059,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,Chinatown,82,41.75257731958763
364,mXN9tmuDHZIfCeUBYqSRuQ,189,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,Midtown South,47,23.711340206185564
365,2C1hZNqiWWfQJAIvS9rvDQ,160,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,Noho,90,45.876288659793815
366,RqRCx09k0PZ4sZJgOxbAIA,107,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,Lower East Side,195,100.0
367,f8TZ_ctcSwxwW8S69YKnwg,1314,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,Roosevelt Island,54,27.31958762886598
368,U6QXIbz1dly_3nzgfnHB4w,44,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Gramercy,16,7.731958762886598
369,aaA4UHm25lbUIOlwwjWLyw,181,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,West Village,60,30.412371134020617
370,2wQsfQkorp9L03vPEFAZJw,657,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,West Village,60,30.412371134020617
371,EbX_9tqAJs4gW51gZpOB7g,844,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,Greenwich Village,70,35.56701030927835
372,ejuFKvSfGl0JMZO9yzSXNw,537,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,Roosevelt Island,54,27.31958762886598
373,DEp-9JVnKN7eTb9A_mUlfA,228,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,Clinton,38,19.072164948453608
374,Vc7JEi0Hj6XYfSMFEUMKGg,179,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,Sutton Place,19,9.278350515463918
375,avBY-xnfy4_pXCNc6EFHpg,387,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.0,Lower East Side,195,100.0
376,1851MMElaLteR03rnGAMlw,539,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,Chinatown,82,41.75257731958763
377,3V20VbC45XL4TBYTL9DrOg,257,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,East Village,62,31.443298969072163
378,faukkggAc_tuJ4THYlf4fg,706,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Midtown,59,29.896907216494846
379,jW22gmsZjh5hFJsC1qUDOA,484,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,Tudor City,8,3.608247422680412
380,QVXLgfB4J2j1BjeSgmoXgw,24,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,Greenwich Village,70,35.56701030927835
381,TwxP5xU_xyzlf7SVzCnpuA,193,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,Gramercy,16,7.731958762886598
382,t2h_VDI6kw7c1uHvyV-Grw,101,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,East Village,62,31.443298969072163
383,HrdIdeDZBTUdyEdSTPG1zg,967,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Greenwich Village,70,35.56701030927835
384,rpzgv0Y6fIT6RcBsxFsrSg,515,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'bangladeshi', 'title': 'Bangladeshi'}]",4.5,Lower East Side,195,100.0
385,L0OIOw6u8SF79OkDkRx_AA,120,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,East Village,62,31.443298969072163
386,FeSynfcDT4qB2kDixHUQCA,1089,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Lincoln Square,28,13.917525773195877
387,77llOAEwInvK-oC2AHZ4nQ,418,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,Gramercy,16,7.731958762886598
388,15d_Y6TVOQFD2KRVkxuAjw,347,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,Lower East Side,195,100.0
389,2J3--ZI6CcoYLWSYYVdt7Q,196,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,Flatiron,39,19.587628865979383
390,844H9r0tRQZmxiEtjeTW0A,549,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,Midtown,59,29.896907216494846
391,446l_JghlLeekhd7_blMag,63,"[{'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Lower East Side,195,100.0
392,3n96VKiKG5Tte8z-U-TaLg,489,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Roosevelt Island,54,27.31958762886598
393,_usWsAYSKKV2q8xw-3ajrA,2328,"[{'alias': 'dimsum', 'title': 'Dim Sum'}]",3.5,Chinatown,82,41.75257731958763
394,Vbmv3T7hr_owVic5BQXs5w,178,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,Chinatown,82,41.75257731958763
395,zQkjDxo8oDVGVj9cpTpUig,1041,"[{'alias': 'cuban', 'title': 'Cuban'}]",4.0,Lower East Side,195,100.0
396,d7YbQzGlmawMGAzUHzZvuw,1209,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,Noho,90,45.876288659793815
397,OFFSpIPqvwOnwdcEq8usvw,243,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,Chelsea,27,13.402061855670103
398,9v4l7pz4J709z0mkqUpQbw,117,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,Lower East Side,195,100.0
399,dvkQIG20RjgNi-SwRr_1CQ,344,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Soho,10,4.639175257731959
400,vwVRoM9gVWuwJw1_6xfyag,405,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,East Village,62,31.443298969072163
401,goqTQ4tOD-asC_ZJBW9l7w,1097,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Lincoln Square,28,13.917525773195877
402,7Q68kpPS6okcC8Kkw7g42A,528,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Midtown,59,29.896907216494846
403,XNkC1vJmLOI8NRR3Jl_vyQ,284,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,Lower East Side,195,100.0
404,KcOeFHAojaRDV-DxQJkfPA,341,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,Clinton,38,19.072164948453608
405,D9nQb14gqhCAOaUUvJz3-Q,325,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,Financial District,44,22.164948453608247
406,432F7ulSgnm1fNyefqgrNw,631,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,Midtown,59,29.896907216494846
407,eT39RKlQ8i5Z4ml0ZwUK-Q,142,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,Chinatown,82,41.75257731958763
408,y2dSu-qwp1BmLfQRn_c-1Q,49,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.5,East Village,62,31.443298969072163
409,l4zRIDWk6hmOcP_jNJj84A,614,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Roosevelt Island,54,27.31958762886598
410,M56MQwWsnP8BYgyLZ2WxVg,46,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,Noho,90,45.876288659793815
411,TikAlBfPzWZQ9h5yk8Mmdg,219,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'irish', 'title': 'Irish'}]",4.5,Roosevelt Island,54,27.31958762886598
