,id,review_count,categories,rating,neighbourhood,count_of_businesses,scores
593,CKNp_0BwK6xRcNGHj5sUEQ,24,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",5.0,Lower East Side,195,100.0
594,MeQU-nGaQvX12VXYOyzavQ,277,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,East Village,62,31.443298969072163
595,CpZ5fw9rxHOdLmdtW1Qdbw,136,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,Yorkville,12,5.670103092783505
596,4M3jBdELCcCKJl1mEnTxzQ,672,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.5,East Village,62,31.443298969072163
597,BCwSqk9WY5woPkWEkvWkMg,51,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.5,Little Italy,48,24.22680412371134
598,jNRT5vY1Hvp5WDTaHy4Mhw,1396,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Murray Hill,23,11.34020618556701
599,rpVX-o82EEOX8ZDnM28a_Q,348,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Turtle Bay,18,8.762886597938143
600,hVWEXOdZ8x0xEunx3k6LXA,48,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Financial District,44,22.164948453608247
601,K54qUgd274Fj_LvHCjeSFw,352,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,Greenwich Village,70,35.56701030927835
602,cGx9CYLxw6fqUQU-MFup8A,1132,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,Little Italy,48,24.22680412371134
603,qoBcWhGwlcUsKIQ2nB22vA,196,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",5.0,Battery Park City,15,7.216494845360824
604,oUVX94JtKyLPXozC2hemCg,449,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Roosevelt Island,54,27.31958762886598
605,sR60I9PI_63noBQcGoIrbw,520,"[{'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,Noho,90,45.876288659793815
606,WVsPyl-DGRu0O_rQYdIMVQ,102,"[{'alias': 'szechuan', 'title': 'Szechuan'}]",4.5,Midtown,59,29.896907216494846
607,wTCR-EUTLX4UoPUPdxWVJg,968,"[{'alias': 'latin', 'title': 'Latin American'}]",4.0,Tudor City,8,3.608247422680412
608,0vap7NcDUBEsKQZHhVlxHQ,131,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,Greenwich Village,70,35.56701030927835
609,Ve6GVzzJpR5QIIPdcn6ViQ,1035,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,Clinton,38,19.072164948453608
610,47J3jLkclOMXExoPoIpnag,211,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Lower East Side,195,100.0
611,nBy8KtcUHktPFKw-VClG1A,382,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Turtle Bay,18,8.762886597938143
612,hKkPlYmHoS9Nb_UbGGqx8A,495,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,Gramercy,16,7.731958762886598
613,K9_vumaLO80LXgoPNJJvRQ,148,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Midtown,59,29.896907216494846
614,-58--bg-KKUNArp18U4llA,217,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Flatiron,39,19.587628865979383
615,yihja79D40NH8J6acX1Xwg,113,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,Flatiron,39,19.587628865979383
616,Wbmqg0TkOVkzNh3HrJ9DIQ,890,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,Carnegie Hill,2,0.5154639175257731
617,RW-v9cm9rQZS9cSihuXfvw,684,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,Tribeca,18,8.762886597938143
618,BNaveJmi-OUGKG9sRfrIhA,206,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,Midtown,59,29.896907216494846
619,bTyyPU8A4pz9dieLSZPMdA,580,"[{'alias': 'french', 'title': 'French'}]",4.0,Clinton,38,19.072164948453608
620,XA7phnS0fBfLR8xdsngiUQ,58,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'german', 'title': 'German'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,Lower East Side,195,100.0
621,MKEMRu-eSKZ_TR7IEGtGGQ,73,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Lower East Side,195,100.0
622,6a1AeJB9XYKbneoMWcCzfQ,193,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'latin', 'title': 'Latin American'}]",4.5,Lower East Side,195,100.0
623,c1kKAH9XMPNeaBhvnIP0FQ,414,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'irish', 'title': 'Irish'}]",4.0,Financial District,44,22.164948453608247
624,d5ya04K-2A_hI3Xzqe1HeA,670,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Lenox Hill,10,4.639175257731959
625,wp5BpfUi9Aa4T0Gk0bnhag,122,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,Greenwich Village,70,35.56701030927835
626,jUI2Mf4hUFPzhQGmPCL4aA,100,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,Noho,90,45.876288659793815
627,CDywb3LHVYZlQL2-woTiJA,297,"[{'alias': 'australian', 'title': 'Australian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,Flatiron,39,19.587628865979383
628,cHvd_fnNqbcR4EdyodzGzw,76,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,Midtown South,47,23.711340206185564
629,zupIzmhdcH0U6vJQQxDBiQ,311,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Financial District,44,22.164948453608247
630,HPvz-PHt2PYWV_X9eQSlnA,716,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,Little Italy,48,24.22680412371134
631,XQiIGgSjx3wIxvvzOZP9Cw,25,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'karaoke', 'title': 'Karaoke'}]",4.5,Lower East Side,195,100.0
632,iZeAlmKKvxnPu5oUKN-B3Q,849,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,Lower East Side,195,100.0
633,TS2mqGtNhOzMKcSqJvrBPg,294,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Lower East Side,195,100.0
634,wDLHOgux_G8Y82Y6D9rSog,51,"[{'alias': 'french', 'title': 'French'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,Lower East Side,195,100.0
635,vNThH1YBC0OjgzEx_AJvMw,26,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,Stuyvesant Town,23,11.34020618556701
636,HUEj_yVB1E2mNNxW5PqUtQ,186,"[{'alias': 'french', 'title': 'French'}]",4.0,Sutton Place,19,9.278350515463918
637,YkqlIUDpqIQNq4DFkcKD3A,16,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}]",5.0,Noho,90,45.876288659793815
638,wwYJlPAg4_DV_DihANcuOw,94,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Financial District,44,22.164948453608247
639,itblJyiTY2h2ACidLk66oA,606,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,East Village,62,31.443298969072163
640,lNP1km2kaEtlsBw2VNHHhQ,289,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,Midtown South,47,23.711340206185564
641,86StyWnuGaTuY6X2e3irOg,116,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,West Village,60,30.412371134020617
642,GtfhGhWmr1kQ4EnFTlwg7w,1681,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.0,Greenwich Village,70,35.56701030927835
643,kS2CP48K66yL2TwIhUqy_A,1110,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,Tribeca,18,8.762886597938143
644,f-sL-VgQzte0StcqI3KkJw,276,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cabaret', 'title': 'Cabaret'}]",4.0,Clinton,38,19.072164948453608
645,AjlmpAQV8W4--y0EksO-9g,349,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,Chinatown,82,41.75257731958763
646,PQOmBOFXF9FQNhOMEdrhSg,77,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.5,East Village,62,31.443298969072163
647,_DBhCb0k5CM_nEE7FO7QTg,94,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Lower East Side,195,100.0
648,oWyCAo8_JGukhlzl7Xg0Rw,36,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Lower East Side,195,100.0
649,BCkyeKuJl009EtwPBvVhzA,75,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,Greenwich Village,70,35.56701030927835
650,Zc7Jbuwe3XO-EaVXIh_TYQ,649,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Greenwich Village,70,35.56701030927835
651,6qcydPo5eTSB4XHyyZDvkA,1021,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Clinton,38,19.072164948453608
652,YqHszHxkqaC6azgrOsRO1Q,37,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",4.5,Little Italy,48,24.22680412371134
653,IZ9-5z45wc3Oh_jlnX_Kcg,347,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,Chinatown,82,41.75257731958763
654,F-QQCnbsw48dfx4qVf-WoQ,131,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Civic Center,15,7.216494845360824
655,ry0nAQiUn8bpNAruY_5wfw,303,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,Stuyvesant Town,23,11.34020618556701
656,rJ4N10Nbh-GM49qOSGFoAw,273,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,Financial District,44,22.164948453608247
657,enT7NJ7tLMvUMCWQcsUonw,684,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,West Village,60,30.412371134020617
658,dskDbpvA0hI_7RjtoL6IKA,271,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,Greenwich Village,70,35.56701030927835
659,hKdvsbuQRtjajWYwjaoOQw,1879,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Lincoln Square,28,13.917525773195877
660,XhCzENVgRBYcKwWLMX7FRg,642,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,Lower East Side,195,100.0
661,FeIQnJwhsNjyOIX_uhNYXg,102,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,Lower East Side,195,100.0
662,oi39VAwo4-KGm_gSkWPCsQ,1449,"[{'alias': 'bagels', 'title': 'Bagels'}]",4.0,East Village,62,31.443298969072163
663,dCDpb-fz6Ton9AXLoaWIhA,147,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,Little Italy,48,24.22680412371134
664,hh8ha2udZ_kv0hOHF1nFgg,214,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,Lower East Side,195,100.0
665,a8Lj13uc3Hhyjm0eYL90sw,247,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'speakeasies', 'title': 'Speakeasies'}]",5.0,Roosevelt Island,54,27.31958762886598
666,vmoRGfd2xIAN-Ty0kiK_lA,24,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",5.0,Civic Center,15,7.216494845360824
667,kpxXi23lUQkeJQH-2BtzDw,342,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,Lower East Side,195,100.0
668,SoEQRDUNYDZPVSSIhTOG6A,126,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Lower East Side,195,100.0
669,Njr_f1J5Pve35OyPdBljVA,542,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,Lower East Side,195,100.0
670,fqHACybQl1vlATXaIwnLqQ,786,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Greenwich Village,70,35.56701030927835
671,pcQ9ld7xuX9EXTCAoakkbQ,129,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Financial District,44,22.164948453608247
672,1ZstLMeTotRyA8xo8Xa77w,522,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'wraps', 'title': 'Wraps'}]",4.0,Little Italy,48,24.22680412371134
673,aiRctIzCj9J3UqBHd-Z3HQ,1914,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'speakeasies', 'title': 'Speakeasies'}]",4.0,East Village,62,31.443298969072163
674,zV1_EFMN4VY7Rxpv7P-ajg,343,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,Gramercy,16,7.731958762886598
675,EKY8DwZVWpkgv6IWrepbWg,321,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,Lower East Side,195,100.0
676,511OTzlr0FkL4esfBxMzIw,387,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Chinatown,82,41.75257731958763
677,RoIl1F0_4A94DdP_xy8Mwg,328,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,Yorkville,12,5.670103092783505
678,2LcsDUTlvovnFz-SEcSJTQ,912,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,Roosevelt Island,54,27.31958762886598
679,e-XgOOm0X4Lk-gAX45Bj1Q,149,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,Lower East Side,195,100.0
680,D6ZEcG1FCZ18nekMWrhgMg,387,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,Murray Hill,23,11.34020618556701
681,CpY77cDN1KS5EdiXMmWovw,350,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,Roosevelt Island,54,27.31958762886598
682,XPbcjRWxumT4ZQr-7uqOAw,113,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,Greenwich Village,70,35.56701030927835
683,h9rymMeMUMOxQ9d93U0YDg,714,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,West Village,60,30.412371134020617
684,f_vDVYSk-VUnlGTvgtBwkQ,146,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,Roosevelt Island,54,27.31958762886598
685,pYjMy5ixIeeG1YLEt4bGDg,317,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Lower East Side,195,100.0
686,c6R_hvUwsqXX2MUXWtO94Q,418,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,Lower East Side,195,100.0
687,UlsRplz7jGbDLOOBi5X_ww,218,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]",4.5,Greenwich Village,70,35.56701030927835
688,y_ylOQzCP-9D_4DcUIJ3jA,675,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",4.0,East Village,62,31.443298969072163
689,HYoPErHY9ZvtfXXCDmDOhw,129,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Financial District,44,22.164948453608247
690,X7G_sOUkfYVsZzA1WUuYwg,45,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,Noho,90,45.876288659793815
691,xGoSAOhQBNdJMJmPn7CMDQ,669,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,Midtown,59,29.896907216494846
692,2-yiGN-eDKPmxPvc55GPZg,102,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Financial District,44,22.164948453608247
693,d_TC6Om2EBTzHVm_lCgNtg,1458,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,Chinatown,82,41.75257731958763
694,D65eObUbArHu6UiQsUasgw,956,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,Yorkville,12,5.670103092783505
695,IfIyjm4SfORGYPbaAWST3g,665,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,Midtown South,47,23.711340206185564
696,MEZiPFy4zI62Wt8n7S6_3Q,40,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Clinton,38,19.072164948453608
697,lJCW47cV6-0rXtQF9EAsuw,93,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,East Village,62,31.443298969072163
698,oOr6Ta5gZyDl6PyZ1cq7pg,494,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,East Village,62,31.443298969072163
699,AekKkXTaCXlYp95KrxlesA,61,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,Stuyvesant Town,23,11.34020618556701
700,uYMimeHJ5XBGkyTrg8GXhw,372,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,Noho,90,45.876288659793815
701,EAVF4XY1TfBhbQsROQfmyw,107,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,Lower East Side,195,100.0
702,JU5d81TYm7IJHWqOqJWMqw,195,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Lower East Side,195,100.0
703,YE4pvo8ectzEaRYGqUgFcA,391,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,Sutton Place,19,9.278350515463918
704,ZMfRwxL_Na0rnFQN6gM40Q,769,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,Lower East Side,195,100.0
705,yGFQFm3O9vCsKTVpvmDuGg,28,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Lower East Side,195,100.0
706,Z-QmxQZAJEy5GXqA82Bemw,119,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,Greenwich Village,70,35.56701030927835
707,qLJYqqj9vu0sdBJsxQKYjQ,85,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.5,Chelsea,27,13.402061855670103
708,W1pBIFhkjJwjTe2P7o57yg,151,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Lincoln Square,28,13.917525773195877
709,HGLH-sa-Fp3X6UXcaG7U0g,200,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.0,Lower East Side,195,100.0
710,f7g3GhoQs9nQVTJEL2p48Q,528,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Chinatown,82,41.75257731958763
711,sEuLm5fQgWkkiYBt6OphWQ,393,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",4.0,Stuyvesant Town,23,11.34020618556701
712,13jzN6n45XtcbYA46nWThg,390,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Midtown,59,29.896907216494846
713,nGpC40fxoDQ-Ft0h-_gkVg,674,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Lower East Side,195,100.0
714,r4SazXX-ISikdRYWbH-HAg,736,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Tribeca,18,8.762886597938143
715,ru1SNTniUClsnDWy4MNsfw,453,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.5,Greenwich Village,70,35.56701030927835
716,5mJgmAgKpTbCDdpVs7OFxQ,234,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,Murray Hill,23,11.34020618556701
717,boRM4i0UQswxQIp6CA9y_A,2163,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.5,Little Italy,48,24.22680412371134
718,TAANt0fPbfHqVP5LyMBioA,679,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'fondue', 'title': 'Fondue'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.0,Lincoln Square,28,13.917525773195877
719,qYV_BJ6Pkv6pUFm26nW4Bw,126,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,Greenwich Village,70,35.56701030927835
